"IDitin","IDesp","Any","Date","Nindiv","longitud","LAT","LNG"
"15","piepra","2006","3/6/2006",30,1243,42.3375530385,1.85899152678
"15","piepra","2004","7/9/2004",1,1243,42.3375530385,1.85899152678
"15","piepra","2004","22/9/2004",1,1243,42.3375530385,1.85899152678
"15","piepra","2007","11/6/2007",25,1243,42.3375530385,1.85899152678
"15","piepra","1999","14/6/1999",7,1243,42.3375530385,1.85899152678
"15","piepra","2000","18/9/2000",2,1243,42.3375530385,1.85899152678
"15","piepra","2004","29/6/2004",1,1243,42.3375530385,1.85899152678
"15","piepra","1996","17/7/1996",1,1243,42.3375530385,1.85899152678
"15","piepra","1995","8/5/1995",2,1243,42.3375530385,1.85899152678
"15","piepra","1999","11/9/1999",4,1243,42.3375530385,1.85899152678
"15","piepra","1996","12/8/1996",1,1243,42.3375530385,1.85899152678
"15","piepra","1997","21/4/1997",2,1243,42.3375530385,1.85899152678
"15","piepra","1995","19/4/1995",1,1243,42.3375530385,1.85899152678
"15","piepra","1995","22/5/1995",1,1243,42.3375530385,1.85899152678
"15","piepra","1996","10/6/1996",5,1243,42.3375530385,1.85899152678
"15","piepra","1996","19/8/1996",1,1243,42.3375530385,1.85899152678
"15","piepra","2006","22/7/2006",1,1243,42.3375530385,1.85899152678
"15","piepra","2006","29/5/2006",15,1243,42.3375530385,1.85899152678
"15","piepra","2004","2/8/2004",2,1243,42.3375530385,1.85899152678
"15","piepra","2006","19/6/2006",8,1243,42.3375530385,1.85899152678
"15","piepra","2000","29/5/2000",2,1243,42.3375530385,1.85899152678
"15","piepra","1996","27/5/1996",3,1243,42.3375530385,1.85899152678
"15","piepra","1996","24/7/1996",2,1243,42.3375530385,1.85899152678
"15","piepra","2004","14/6/2004",2,1243,42.3375530385,1.85899152678
"15","piepra","2004","15/7/2004",1,1243,42.3375530385,1.85899152678
"15","piepra","1995","1/8/1995",2,1243,42.3375530385,1.85899152678
"15","piepra","1996","2/9/1996",2,1243,42.3375530385,1.85899152678
"15","piepra","2006","20/5/2006",4,1243,42.3375530385,1.85899152678
"15","piepra","2006","25/4/2006",1,1243,42.3375530385,1.85899152678
"15","piepra","2007","19/7/2007",4,1243,42.3375530385,1.85899152678
"15","piepra","1995","18/7/1995",2,1243,42.3375530385,1.85899152678
"15","piepra","1999","4/9/1999",2,1243,42.3375530385,1.85899152678
"15","piepra","1995","8/8/1995",1,1243,42.3375530385,1.85899152678
"15","piepra","2006","26/6/2006",1,1243,42.3375530385,1.85899152678
"15","piepra","2004","26/7/2004",4,1243,42.3375530385,1.85899152678
"15","piepra","2006","21/8/2006",1,1243,42.3375530385,1.85899152678
"150","piepra","2018","22/6/2018",4,1003,41.4295357717,1.75587952988
"150","piepra","2017","13/6/2017",28,1003,41.4295357717,1.75587952988
"150","piepra","2019","23/3/2019",7,1003,41.4295357717,1.75587952988
"150","piepra","2019","10/7/2019",6,1003,41.4295357717,1.75587952988
"150","piepra","2020","27/8/2020",4,1003,41.4295357717,1.75587952988
"150","piepra","2018","30/3/2018",4,1003,41.4295357717,1.75587952988
"150","piepra","2019","4/9/2019",4,1003,41.4295357717,1.75587952988
"150","piepra","2018","22/8/2018",2,1003,41.4295357717,1.75587952988
"150","piepra","2018","12/7/2018",20,1003,41.4295357717,1.75587952988
"150","piepra","2021","15/4/2021",3,1003,41.4295357717,1.75587952988
"150","piepra","2022","5/5/2022",7,1003,41.4295357717,1.75587952988
"150","piepra","2018","2/5/2018",2,1003,41.4295357717,1.75587952988
"150","piepra","2022","1/7/2022",9,1003,41.4295357717,1.75587952988
"150","piepra","2018","24/7/2018",12,1003,41.4295357717,1.75587952988
"150","piepra","2019","12/6/2019",1,1003,41.4295357717,1.75587952988
"150","piepra","2018","21/3/2018",6,1003,41.4295357717,1.75587952988
"150","piepra","2017","21/4/2017",2,1003,41.4295357717,1.75587952988
"150","piepra","2017","18/5/2017",12,1003,41.4295357717,1.75587952988
"150","piepra","2020","20/6/2020",6,1003,41.4295357717,1.75587952988
"150","piepra","2018","4/9/2018",1,1003,41.4295357717,1.75587952988
"150","piepra","2020","11/5/2020",4,1003,41.4295357717,1.75587952988
"150","piepra","2020","25/7/2020",19,1003,41.4295357717,1.75587952988
"150","piepra","2018","14/5/2018",8,1003,41.4295357717,1.75587952988
"150","piepra","2017","7/7/2017",6,1003,41.4295357717,1.75587952988
"150","piepra","2019","22/8/2019",2,1003,41.4295357717,1.75587952988
"150","piepra","2018","17/9/2018",5,1003,41.4295357717,1.75587952988
"150","piepra","2020","10/9/2020",2,1003,41.4295357717,1.75587952988
"150","piepra","2018","14/3/2018",2,1003,41.4295357717,1.75587952988
"150","piepra","2022","16/6/2022",8,1003,41.4295357717,1.75587952988
"150","piepra","2018","24/4/2018",6,1003,41.4295357717,1.75587952988
"150","piepra","2018","31/5/2018",2,1003,41.4295357717,1.75587952988
"150","piepra","2022","19/5/2022",13,1003,41.4295357717,1.75587952988
"150","piepra","2021","3/7/2021",1,1003,41.4295357717,1.75587952988
"150","piepra","2019","19/9/2019",7,1003,41.4295357717,1.75587952988
"150","piepra","2021","20/5/2021",4,1003,41.4295357717,1.75587952988
"150","piepra","2021","3/6/2021",2,1003,41.4295357717,1.75587952988
"150","piepra","2019","8/8/2019",6,1003,41.4295357717,1.75587952988
"150","piepra","2020","28/4/2020",5,1003,41.4295357717,1.75587952988
"150","piepra","2019","30/3/2019",6,1003,41.4295357717,1.75587952988
"150","piepra","2021","10/6/2021",1,1003,41.4295357717,1.75587952988
"150","piepra","2019","29/5/2019",2,1003,41.4295357717,1.75587952988
"150","piepra","2019","12/3/2019",10,1003,41.4295357717,1.75587952988
"150","piepra","2021","29/4/2021",5,1003,41.4295357717,1.75587952988
"150","piepra","2021","24/9/2021",2,1003,41.4295357717,1.75587952988
"150","piepra","2020","23/4/2020",4,1003,41.4295357717,1.75587952988
"150","piepra","2021","25/3/2021",2,1003,41.4295357717,1.75587952988
"150","piepra","2021","8/9/2021",1,1003,41.4295357717,1.75587952988
"150","piepra","2019","26/6/2019",7,1003,41.4295357717,1.75587952988
"150","piepra","2020","1/7/2020",15,1003,41.4295357717,1.75587952988
"150","piepra","2017","10/3/2017",4,1003,41.4295357717,1.75587952988
"150","piepra","2020","14/8/2020",4,1003,41.4295357717,1.75587952988
"150","piepra","2020","30/5/2020",2,1003,41.4295357717,1.75587952988
"150","piepra","2020","23/9/2020",3,1003,41.4295357717,1.75587952988
"150","piepra","2018","11/6/2018",10,1003,41.4295357717,1.75587952988
"150","piepra","2021","13/3/2021",6,1003,41.4295357717,1.75587952988
"150","piepra","2022","4/3/2022",12,1003,41.4295357717,1.75587952988
"150","piepra","2020","7/7/2020",6,1003,41.4295357717,1.75587952988
"150","piepra","2019","24/7/2019",3,1003,41.4295357717,1.75587952988
"150","piepra","2022","25/3/2022",19,1003,41.4295357717,1.75587952988
"150","piepra","2018","7/8/2018",7,1003,41.4295357717,1.75587952988
"150","piepra","2022","4/6/2022",11,1003,41.4295357717,1.75587952988
"150","piepra","2022","8/4/2022",7,1003,41.4295357717,1.75587952988
"150","piepra","2020","12/3/2020",5,1003,41.4295357717,1.75587952988
"150","piepra","2022","22/4/2022",7,1003,41.4295357717,1.75587952988
"151","piepra","2020","12/9/2020",1,2062,41.8106341051,1.65360424443
"151","piepra","2022","3/3/2022",1,2062,41.8106341051,1.65360424443
"151","piepra","2019","20/7/2019",1,2062,41.8106341051,1.65360424443
"151","piepra","2022","3/6/2022",5,2062,41.8106341051,1.65360424443
"151","piepra","2021","2/6/2021",2,2062,41.8106341051,1.65360424443
"151","piepra","2017","10/6/2017",11,2062,41.8106341051,1.65360424443
"151","piepra","2022","6/5/2022",1,2062,41.8106341051,1.65360424443
"151","piepra","2020","18/5/2020",2,2062,41.8106341051,1.65360424443
"151","piepra","2021","10/5/2021",1,2062,41.8106341051,1.65360424443
"151","piepra","2020","1/9/2020",3,2062,41.8106341051,1.65360424443
"151","piepra","2021","3/5/2021",3,2062,41.8106341051,1.65360424443
"151","piepra","2020","23/9/2020",2,2062,41.8106341051,1.65360424443
"151","piepra","2020","29/7/2020",8,2062,41.8106341051,1.65360424443
"151","piepra","2017","2/7/2017",1,2062,41.8106341051,1.65360424443
"151","piepra","2020","19/6/2020",9,2062,41.8106341051,1.65360424443
"151","piepra","2018","1/7/2018",43,2062,41.8106341051,1.65360424443
"151","piepra","2018","18/8/2018",5,2062,41.8106341051,1.65360424443
"151","piepra","2019","3/8/2019",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","11/9/2018",4,2062,41.8106341051,1.65360424443
"151","piepra","2018","29/7/2018",13,2062,41.8106341051,1.65360424443
"151","piepra","2019","8/6/2019",9,2062,41.8106341051,1.65360424443
"151","piepra","2021","17/9/2021",1,2062,41.8106341051,1.65360424443
"151","piepra","2020","15/9/2020",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","15/7/2018",10,2062,41.8106341051,1.65360424443
"151","piepra","2020","20/8/2020",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","22/7/2018",14,2062,41.8106341051,1.65360424443
"151","piepra","2018","11/5/2018",2,2062,41.8106341051,1.65360424443
"151","piepra","2021","13/4/2021",1,2062,41.8106341051,1.65360424443
"151","piepra","2020","27/8/2020",1,2062,41.8106341051,1.65360424443
"151","piepra","2020","3/7/2020",15,2062,41.8106341051,1.65360424443
"151","piepra","2017","20/5/2017",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","23/9/2018",2,2062,41.8106341051,1.65360424443
"151","piepra","2022","15/6/2022",7,2062,41.8106341051,1.65360424443
"151","piepra","2021","13/6/2021",2,2062,41.8106341051,1.65360424443
"151","piepra","2020","2/6/2020",11,2062,41.8106341051,1.65360424443
"151","piepra","2017","14/4/2017",1,2062,41.8106341051,1.65360424443
"151","piepra","2017","13/5/2017",1,2062,41.8106341051,1.65360424443
"151","piepra","2022","9/6/2022",4,2062,41.8106341051,1.65360424443
"151","piepra","2018","2/9/2018",4,2062,41.8106341051,1.65360424443
"151","piepra","2022","11/5/2022",2,2062,41.8106341051,1.65360424443
"151","piepra","2020","18/4/2020",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","23/6/2018",41,2062,41.8106341051,1.65360424443
"151","piepra","2021","1/7/2021",2,2062,41.8106341051,1.65360424443
"151","piepra","2022","29/6/2022",1,2062,41.8106341051,1.65360424443
"151","piepra","2019","6/7/2019",2,2062,41.8106341051,1.65360424443
"151","piepra","2021","19/4/2021",2,2062,41.8106341051,1.65360424443
"151","piepra","2022","25/6/2022",12,2062,41.8106341051,1.65360424443
"151","piepra","2019","24/6/2019",2,2062,41.8106341051,1.65360424443
"151","piepra","2020","14/8/2020",7,2062,41.8106341051,1.65360424443
"151","piepra","2022","28/5/2022",3,2062,41.8106341051,1.65360424443
"151","piepra","2020","14/7/2020",15,2062,41.8106341051,1.65360424443
"151","piepra","2021","21/5/2021",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","9/6/2018",4,2062,41.8106341051,1.65360424443
"151","piepra","2020","10/7/2020",10,2062,41.8106341051,1.65360424443
"151","piepra","2019","7/9/2019",1,2062,41.8106341051,1.65360424443
"151","piepra","2022","25/4/2022",1,2062,41.8106341051,1.65360424443
"151","piepra","2018","1/10/2018",3,2062,41.8106341051,1.65360424443
"151","piepra","2020","24/6/2020",10,2062,41.8106341051,1.65360424443
"151","piepra","2018","4/8/2018",7,2062,41.8106341051,1.65360424443
"151","piepra","2020","24/5/2020",5,2062,41.8106341051,1.65360424443
"151","piepra","2022","20/5/2022",4,2062,41.8106341051,1.65360424443
"151","piepra","2020","26/4/2020",2,2062,41.8106341051,1.65360424443
"151","piepra","2020","10/6/2020",6,2062,41.8106341051,1.65360424443
"151","piepra","2020","5/8/2020",9,2062,41.8106341051,1.65360424443
"152","piepra","2021","15/8/2021",9,1700,41.6199031954,1.63997050936
"152","piepra","2022","11/4/2022",11,1700,41.6199031954,1.63997050936
"152","piepra","2020","15/6/2020",41,1700,41.6199031954,1.63997050936
"152","piepra","2021","22/3/2021",4,1700,41.6199031954,1.63997050936
"152","piepra","2020","24/9/2020",9,1700,41.6199031954,1.63997050936
"152","piepra","2019","12/5/2019",1,1700,41.6199031954,1.63997050936
"152","piepra","2018","19/8/2018",18,1700,41.6199031954,1.63997050936
"152","piepra","2017","22/6/2017",5,1700,41.6199031954,1.63997050936
"152","piepra","2019","1/7/2019",9,1700,41.6199031954,1.63997050936
"152","piepra","2021","5/9/2021",2,1700,41.6199031954,1.63997050936
"152","piepra","2021","1/6/2021",8,1700,41.6199031954,1.63997050936
"152","piepra","2022","21/6/2022",10,1700,41.6199031954,1.63997050936
"152","piepra","2017","6/3/2017",4,1700,41.6199031954,1.63997050936
"152","piepra","2022","27/3/2022",6,1700,41.6199031954,1.63997050936
"152","piepra","2021","5/4/2021",4,1700,41.6199031954,1.63997050936
"152","piepra","2019","9/3/2019",4,1700,41.6199031954,1.63997050936
"152","piepra","2018","29/9/2018",17,1700,41.6199031954,1.63997050936
"152","piepra","2018","14/9/2018",17,1700,41.6199031954,1.63997050936
"152","piepra","2022","8/6/2022",36,1700,41.6199031954,1.63997050936
"152","piepra","2019","16/6/2019",8,1700,41.6199031954,1.63997050936
"152","piepra","2019","10/8/2019",1,1700,41.6199031954,1.63997050936
"152","piepra","2022","2/7/2022",10,1700,41.6199031954,1.63997050936
"152","piepra","2020","30/5/2020",34,1700,41.6199031954,1.63997050936
"152","piepra","2020","13/6/2020",28,1700,41.6199031954,1.63997050936
"152","piepra","2022","31/7/2022",4,1700,41.6199031954,1.63997050936
"152","piepra","2018","12/8/2018",9,1700,41.6199031954,1.63997050936
"152","piepra","2019","29/7/2019",1,1700,41.6199031954,1.63997050936
"152","piepra","2020","19/7/2020",24,1700,41.6199031954,1.63997050936
"152","piepra","2021","10/5/2021",3,1700,41.6199031954,1.63997050936
"152","piepra","2020","7/3/2020",2,1700,41.6199031954,1.63997050936
"152","piepra","2018","8/6/2018",37,1700,41.6199031954,1.63997050936
"152","piepra","2022","17/7/2022",12,1700,41.6199031954,1.63997050936
"152","piepra","2017","13/5/2017",11,1700,41.6199031954,1.63997050936
"152","piepra","2020","26/7/2020",24,1700,41.6199031954,1.63997050936
"152","piepra","2022","1/5/2022",4,1700,41.6199031954,1.63997050936
"152","piepra","2020","23/8/2020",22,1700,41.6199031954,1.63997050936
"152","piepra","2021","27/5/2021",4,1700,41.6199031954,1.63997050936
"152","piepra","2018","28/6/2018",16,1700,41.6199031954,1.63997050936
"152","piepra","2020","8/8/2020",81,1700,41.6199031954,1.63997050936
"152","piepra","2020","5/6/2020",31,1700,41.6199031954,1.63997050936
"152","piepra","2019","21/7/2019",1,1700,41.6199031954,1.63997050936
"152","piepra","2020","28/6/2020",24,1700,41.6199031954,1.63997050936
"152","piepra","2019","13/4/2019",2,1700,41.6199031954,1.63997050936
"152","piepra","2018","27/4/2018",1,1700,41.6199031954,1.63997050936
"152","piepra","2019","27/4/2019",3,1700,41.6199031954,1.63997050936
"152","piepra","2017","10/7/2017",26,1700,41.6199031954,1.63997050936
"152","piepra","2021","2/8/2021",7,1700,41.6199031954,1.63997050936
"152","piepra","2022","10/9/2022",11,1700,41.6199031954,1.63997050936
"152","piepra","2022","25/9/2022",16,1700,41.6199031954,1.63997050936
"152","piepra","2021","4/7/2021",11,1700,41.6199031954,1.63997050936
"152","piepra","2019","22/3/2019",5,1700,41.6199031954,1.63997050936
"152","piepra","2019","14/9/2019",3,1700,41.6199031954,1.63997050936
"152","piepra","2022","28/5/2022",17,1700,41.6199031954,1.63997050936
"152","piepra","2018","30/3/2018",1,1700,41.6199031954,1.63997050936
"152","piepra","2019","4/6/2019",15,1700,41.6199031954,1.63997050936
"152","piepra","2019","25/8/2019",1,1700,41.6199031954,1.63997050936
"152","piepra","2022","21/5/2022",21,1700,41.6199031954,1.63997050936
"152","piepra","2020","17/8/2020",22,1700,41.6199031954,1.63997050936
"152","piepra","2018","14/5/2018",3,1700,41.6199031954,1.63997050936
"152","piepra","2021","11/3/2021",3,1700,41.6199031954,1.63997050936
"152","piepra","2022","8/5/2022",13,1700,41.6199031954,1.63997050936
"152","piepra","2022","17/4/2022",10,1700,41.6199031954,1.63997050936
"152","piepra","2021","21/6/2021",7,1700,41.6199031954,1.63997050936
"152","piepra","2021","26/9/2021",12,1700,41.6199031954,1.63997050936
"152","piepra","2020","5/9/2020",9,1700,41.6199031954,1.63997050936
"152","piepra","2018","15/7/2018",49,1700,41.6199031954,1.63997050936
"152","piepra","2017","23/4/2017",8,1700,41.6199031954,1.63997050936
"152","piepra","2022","27/8/2022",8,1700,41.6199031954,1.63997050936
"153","piepra","2022","3/7/2022",1,1258,42.3637082657,2.27134707995
"153","piepra","2020","6/8/2020",1,1258,42.3637082657,2.27134707995
"153","piepra","2020","20/8/2020",2,1258,42.3637082657,2.27134707995
"153","piepra","2022","1/6/2022",4,1258,42.3637082657,2.27134707995
"153","piepra","2021","27/7/2021",2,1258,42.3637082657,2.27134707995
"153","piepra","2017","22/8/2017",3,1258,42.3637082657,2.27134707995
"153","piepra","2017","18/5/2017",1,1258,42.3637082657,2.27134707995
"153","piepra","2020","8/7/2020",1,1258,42.3637082657,2.27134707995
"153","piepra","2021","15/6/2021",1,1258,42.3637082657,2.27134707995
"153","piepra","2017","2/6/2017",2,1258,42.3637082657,2.27134707995
"153","piepra","2018","3/7/2018",1,1258,42.3637082657,2.27134707995
"153","piepra","2018","19/8/2018",0.5,1258,42.3637082657,2.27134707995
"153","piepra","2022","12/7/2022",9,1258,42.3637082657,2.27134707995
"153","piepra","2020","10/6/2020",4,1258,42.3637082657,2.27134707995
"153","piepra","2018","8/6/2018",5,1258,42.3637082657,2.27134707995
"153","piepra","2022","20/9/2022",1,1258,42.3637082657,2.27134707995
"153","piepra","2020","4/9/2020",1,1258,42.3637082657,2.27134707995
"153","piepra","2020","22/7/2020",3,1258,42.3637082657,2.27134707995
"154","piepra","2020","30/7/2020",1,1286,42.3578036491,2.26488693775
"154","piepra","2020","6/6/2020",3,1286,42.3578036491,2.26488693775
"154","piepra","2022","20/6/2022",1,1286,42.3578036491,2.26488693775
"154","piepra","2020","20/6/2020",1,1286,42.3578036491,2.26488693775
"154","piepra","2020","30/6/2020",1,1286,42.3578036491,2.26488693775
"154","piepra","2021","8/6/2021",5,1286,42.3578036491,2.26488693775
"154","piepra","2018","2/7/2018",1,1286,42.3578036491,2.26488693775
"154","piepra","2022","2/6/2022",2,1286,42.3578036491,2.26488693775
"154","piepra","2018","21/6/2018",1,1286,42.3578036491,2.26488693775
"154","piepra","2020","21/5/2020",1,1286,42.3578036491,2.26488693775
"154","piepra","2022","13/7/2022",1,1286,42.3578036491,2.26488693775
"154","piepra","2017","20/6/2017",1,1286,42.3578036491,2.26488693775
"154","piepra","2020","7/5/2020",1,1286,42.3578036491,2.26488693775
"154","piepra","2022","19/5/2022",3,1286,42.3578036491,2.26488693775
"155","piepra","2022","27/6/2022",8,2427,39.6806674081,2.67100686986
"155","piepra","2020","15/6/2020",36,2427,39.6806674081,2.67100686986
"155","piepra","2014","1/6/2014",1,2427,39.6806674081,2.67100686986
"155","piepra","2015","29/3/2015",1,2427,39.6806674081,2.67100686986
"155","piepra","2018","19/5/2018",9,2427,39.6806674081,2.67100686986
"155","piepra","2015","10/5/2015",1,2427,39.6806674081,2.67100686986
"155","piepra","2022","6/5/2022",7,2427,39.6806674081,2.67100686986
"155","piepra","2021","29/4/2021",5,2427,39.6806674081,2.67100686986
"155","piepra","2014","23/3/2014",1,2427,39.6806674081,2.67100686986
"155","piepra","2021","11/9/2021",2,2427,39.6806674081,2.67100686986
"155","piepra","2014","11/5/2014",9,2427,39.6806674081,2.67100686986
"155","piepra","2022","1/5/2022",2,2427,39.6806674081,2.67100686986
"155","piepra","2017","1/4/2017",7,2427,39.6806674081,2.67100686986
"155","piepra","2021","17/6/2021",7,2427,39.6806674081,2.67100686986
"155","piepra","2013","14/7/2013",14,2427,39.6806674081,2.67100686986
"155","piepra","2018","29/6/2018",6,2427,39.6806674081,2.67100686986
"155","piepra","2020","5/7/2020",9,2427,39.6806674081,2.67100686986
"155","piepra","2022","2/6/2022",10,2427,39.6806674081,2.67100686986
"155","piepra","2014","16/3/2014",3,2427,39.6806674081,2.67100686986
"155","piepra","2012","1/7/2012",2,2427,39.6806674081,2.67100686986
"155","piepra","2019","28/4/2019",2,2427,39.6806674081,2.67100686986
"155","piepra","2015","24/5/2015",6,2427,39.6806674081,2.67100686986
"155","piepra","2012","21/4/2012",1,2427,39.6806674081,2.67100686986
"155","piepra","2022","5/7/2022",3,2427,39.6806674081,2.67100686986
"155","piepra","2013","15/6/2013",25,2427,39.6806674081,2.67100686986
"155","piepra","2014","21/4/2014",4,2427,39.6806674081,2.67100686986
"155","piepra","2021","18/5/2021",2,2427,39.6806674081,2.67100686986
"155","piepra","2014","14/6/2014",3,2427,39.6806674081,2.67100686986
"155","piepra","2021","26/5/2021",5,2427,39.6806674081,2.67100686986
"155","piepra","2021","24/6/2021",5,2427,39.6806674081,2.67100686986
"155","piepra","2015","7/6/2015",11,2427,39.6806674081,2.67100686986
"155","piepra","2012","3/6/2012",12,2427,39.6806674081,2.67100686986
"155","piepra","2018","15/4/2018",4,2427,39.6806674081,2.67100686986
"155","piepra","2013","17/3/2013",1,2427,39.6806674081,2.67100686986
"155","piepra","2021","6/5/2021",1,2427,39.6806674081,2.67100686986
"155","piepra","2020","19/5/2020",8,2427,39.6806674081,2.67100686986
"155","piepra","2017","22/7/2017",1,2427,39.6806674081,2.67100686986
"155","piepra","2017","7/3/2017",4,2427,39.6806674081,2.67100686986
"155","piepra","2020","28/10/2020",1,2427,39.6806674081,2.67100686986
"155","piepra","2018","28/5/2018",19,2427,39.6806674081,2.67100686986
"155","piepra","2014","25/5/2014",2,2427,39.6806674081,2.67100686986
"155","piepra","2013","1/6/2013",5,2427,39.6806674081,2.67100686986
"155","piepra","2021","30/3/2021",1,2427,39.6806674081,2.67100686986
"155","piepra","2014","2/3/2014",1,2427,39.6806674081,2.67100686986
"155","piepra","2020","12/6/2020",31,2427,39.6806674081,2.67100686986
"155","piepra","2019","24/3/2019",1,2427,39.6806674081,2.67100686986
"155","piepra","2013","7/7/2013",12,2427,39.6806674081,2.67100686986
"155","piepra","2020","30/6/2020",10,2427,39.6806674081,2.67100686986
"155","piepra","2017","14/10/2017",1,2427,39.6806674081,2.67100686986
"155","piepra","2018","2/6/2018",27,2427,39.6806674081,2.67100686986
"155","piepra","2020","8/3/2020",2,2427,39.6806674081,2.67100686986
"155","piepra","2013","21/4/2013",1,2427,39.6806674081,2.67100686986
"155","piepra","2013","23/6/2013",20,2427,39.6806674081,2.67100686986
"155","piepra","2019","19/5/2019",2,2427,39.6806674081,2.67100686986
"155","piepra","2018","8/5/2018",4,2427,39.6806674081,2.67100686986
"155","piepra","2021","2/7/2021",5,2427,39.6806674081,2.67100686986
"155","piepra","2018","23/6/2018",15,2427,39.6806674081,2.67100686986
"155","piepra","2020","5/5/2020",14,2427,39.6806674081,2.67100686986
"155","piepra","2019","14/5/2019",3,2427,39.6806674081,2.67100686986
"155","piepra","2020","12/5/2020",20,2427,39.6806674081,2.67100686986
"155","piepra","2016","12/6/2016",19,2427,39.6806674081,2.67100686986
"155","piepra","2018","29/3/2018",10,2427,39.6806674081,2.67100686986
"155","piepra","2017","28/5/2017",6,2427,39.6806674081,2.67100686986
"155","piepra","2012","17/6/2012",18,2427,39.6806674081,2.67100686986
"155","piepra","2020","21/6/2020",34,2427,39.6806674081,2.67100686986
"155","piepra","2018","9/6/2018",18,2427,39.6806674081,2.67100686986
"155","piepra","2012","11/6/2012",9,2427,39.6806674081,2.67100686986
"155","piepra","2015","4/5/2015",1,2427,39.6806674081,2.67100686986
"155","piepra","2017","3/6/2017",11,2427,39.6806674081,2.67100686986
"155","piepra","2017","29/4/2017",2,2427,39.6806674081,2.67100686986
"155","piepra","2018","13/5/2018",2,2427,39.6806674081,2.67100686986
"155","piepra","2022","21/5/2022",9,2427,39.6806674081,2.67100686986
"155","piepra","2020","15/7/2020",2,2427,39.6806674081,2.67100686986
"155","piepra","2021","10/7/2021",3,2427,39.6806674081,2.67100686986
"155","piepra","2012","13/5/2012",3,2427,39.6806674081,2.67100686986
"155","piepra","2017","19/3/2017",3,2427,39.6806674081,2.67100686986
"155","piepra","2020","6/4/2020",1,2427,39.6806674081,2.67100686986
"155","piepra","2015","31/5/2015",7,2427,39.6806674081,2.67100686986
"155","piepra","2020","29/4/2020",3,2427,39.6806674081,2.67100686986
"155","piepra","2013","9/6/2013",5,2427,39.6806674081,2.67100686986
"155","piepra","2013","2/8/2013",1,2427,39.6806674081,2.67100686986
"155","piepra","2022","12/6/2022",26,2427,39.6806674081,2.67100686986
"155","piepra","2018","9/4/2018",4,2427,39.6806674081,2.67100686986
"155","piepra","2018","17/6/2018",27,2427,39.6806674081,2.67100686986
"155","piepra","2021","12/6/2021",3,2427,39.6806674081,2.67100686986
"155","piepra","2022","14/5/2022",8,2427,39.6806674081,2.67100686986
"155","piepra","2017","16/8/2017",1,2427,39.6806674081,2.67100686986
"155","piepra","2017","24/9/2017",1,2427,39.6806674081,2.67100686986
"155","piepra","2014","18/10/2014",1,2427,39.6806674081,2.67100686986
"155","piepra","2012","28/5/2012",4,2427,39.6806674081,2.67100686986
"155","piepra","2015","14/6/2015",4,2427,39.6806674081,2.67100686986
"155","piepra","2017","10/6/2017",3,2427,39.6806674081,2.67100686986
"155","piepra","2014","6/7/2014",2,2427,39.6806674081,2.67100686986
"155","piepra","2013","26/5/2013",4,2427,39.6806674081,2.67100686986
"155","piepra","2021","18/9/2021",1,2427,39.6806674081,2.67100686986
"155","piepra","2014","12/4/2014",1,2427,39.6806674081,2.67100686986
"155","piepra","2019","28/5/2019",7,2427,39.6806674081,2.67100686986
"155","piepra","2018","14/7/2018",1,2427,39.6806674081,2.67100686986
"155","piepra","2017","14/5/2017",4,2427,39.6806674081,2.67100686986
"155","piepra","2013","7/4/2013",4,2427,39.6806674081,2.67100686986
"155","piepra","2020","23/4/2020",11,2427,39.6806674081,2.67100686986
"155","piepra","2018","10/3/2018",4,2427,39.6806674081,2.67100686986
"155","piepra","2017","8/4/2017",2,2427,39.6806674081,2.67100686986
"155","piepra","2012","18/3/2012",1,2427,39.6806674081,2.67100686986
"155","piepra","2013","12/10/2013",2,2427,39.6806674081,2.67100686986
"155","piepra","2014","9/3/2014",3,2427,39.6806674081,2.67100686986
"155","piepra","2022","18/6/2022",20,2427,39.6806674081,2.67100686986
"155","piepra","2013","5/5/2013",1,2427,39.6806674081,2.67100686986
"155","piepra","2019","4/3/2019",3,2427,39.6806674081,2.67100686986
"155","piepra","2013","12/5/2013",1,2427,39.6806674081,2.67100686986
"155","piepra","2016","5/6/2016",77,2427,39.6806674081,2.67100686986
"155","piepra","2018","21/4/2018",6,2427,39.6806674081,2.67100686986
"155","piepra","2020","26/5/2020",26,2427,39.6806674081,2.67100686986
"155","piepra","2020","23/3/2020",7,2427,39.6806674081,2.67100686986
"155","piepra","2019","14/4/2019",2,2427,39.6806674081,2.67100686986
"155","piepra","2014","8/6/2014",8,2427,39.6806674081,2.67100686986
"155","piepra","2017","24/6/2017",3,2427,39.6806674081,2.67100686986
"155","piepra","2022","28/5/2022",9,2427,39.6806674081,2.67100686986
"155","piepra","2016","16/10/2016",1,2427,39.6806674081,2.67100686986
"155","piepra","2019","8/4/2019",3,2427,39.6806674081,2.67100686986
"155","piepra","2016","11/7/2016",1,2427,39.6806674081,2.67100686986
"155","piepra","2013","21/7/2013",3,2427,39.6806674081,2.67100686986
"155","piepra","2016","19/6/2016",19,2427,39.6806674081,2.67100686986
