"IDitin","IDesp","Any","Date","Nindiv","longitud","LAT","LNG"
"24","piepra","2014","1/9/2014",3,1351,41.6655618422,1.98822364187
"24","piepra","2014","12/6/2014",4,1351,41.6655618422,1.98822364187
"24","piepra","1997","17/9/1997",2,1351,41.6655618422,1.98822364187
"24","piepra","2013","24/4/2013",4,1351,41.6655618422,1.98822364187
"24","piepra","2019","11/4/2019",1,1351,41.6655618422,1.98822364187
"24","piepra","2021","8/4/2021",2,1351,41.6655618422,1.98822364187
"24","piepra","2017","12/7/2017",1,1351,41.6655618422,1.98822364187
"24","piepra","2000","1/3/2000",4,1351,41.6655618422,1.98822364187
"24","piepra","2011","6/7/2011",1,1351,41.6655618422,1.98822364187
"24","piepra","2001","3/9/2001",3,1351,41.6655618422,1.98822364187
"24","piepra","2014","24/4/2014",1,1351,41.6655618422,1.98822364187
"24","piepra","2008","2/9/2008",5,1351,41.6655618422,1.98822364187
"24","piepra","2015","13/4/2015",6,1351,41.6655618422,1.98822364187
"24","piepra","2009","1/7/2009",3,1351,41.6655618422,1.98822364187
"24","piepra","2021","24/9/2021",1,1351,41.6655618422,1.98822364187
"24","piepra","2018","24/9/2018",3,1351,41.6655618422,1.98822364187
"24","piepra","2019","31/5/2019",1,1351,41.6655618422,1.98822364187
"24","piepra","2002","19/6/2002",4,1351,41.6655618422,1.98822364187
"24","piepra","2002","7/8/2002",7,1351,41.6655618422,1.98822364187
"24","piepra","2022","3/6/2022",4,1351,41.6655618422,1.98822364187
"24","piepra","2011","13/6/2011",3,1351,41.6655618422,1.98822364187
"24","piepra","2016","7/9/2016",1,1351,41.6655618422,1.98822364187
"24","piepra","2021","31/3/2021",1,1351,41.6655618422,1.98822364187
"24","piepra","2020","29/4/2020",2,1351,41.6655618422,1.98822364187
"24","piepra","2021","27/5/2021",5,1351,41.6655618422,1.98822364187
"24","piepra","2009","29/4/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2006","9/6/2006",8,1351,41.6655618422,1.98822364187
"24","piepra","2011","8/4/2011",1,1351,41.6655618422,1.98822364187
"24","piepra","2020","22/5/2020",2,1351,41.6655618422,1.98822364187
"24","piepra","2018","30/7/2018",1,1351,41.6655618422,1.98822364187
"24","piepra","2010","18/8/2010",4,1351,41.6655618422,1.98822364187
"24","piepra","2006","5/4/2006",11,1351,41.6655618422,1.98822364187
"24","piepra","2010","10/5/2010",1,1351,41.6655618422,1.98822364187
"24","piepra","2005","10/6/2005",2,1351,41.6655618422,1.98822364187
"24","piepra","2009","24/3/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2016","18/5/2016",2,1351,41.6655618422,1.98822364187
"24","piepra","2002","26/7/2002",4,1351,41.6655618422,1.98822364187
"24","piepra","2022","14/7/2022",2,1351,41.6655618422,1.98822364187
"24","piepra","2010","26/4/2010",4,1351,41.6655618422,1.98822364187
"24","piepra","2007","23/3/2007",6,1351,41.6655618422,1.98822364187
"24","piepra","2010","18/6/2010",2,1351,41.6655618422,1.98822364187
"24","piepra","2022","13/6/2022",4,1351,41.6655618422,1.98822364187
"24","piepra","2020","6/7/2020",5,1351,41.6655618422,1.98822364187
"24","piepra","2005","9/9/2005",2,1351,41.6655618422,1.98822364187
"24","piepra","2010","3/9/2010",3,1351,41.6655618422,1.98822364187
"24","piepra","2010","2/8/2010",1,1351,41.6655618422,1.98822364187
"24","piepra","2012","26/7/2012",2,1351,41.6655618422,1.98822364187
"24","piepra","2009","26/6/2009",2,1351,41.6655618422,1.98822364187
"24","piepra","2005","26/4/2005",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","22/6/2017",3,1351,41.6655618422,1.98822364187
"24","piepra","2016","2/5/2016",4,1351,41.6655618422,1.98822364187
"24","piepra","2006","26/4/2006",5,1351,41.6655618422,1.98822364187
"24","piepra","2014","26/6/2014",3,1351,41.6655618422,1.98822364187
"24","piepra","2018","27/4/2018",4,1351,41.6655618422,1.98822364187
"24","piepra","2015","28/4/2015",2,1351,41.6655618422,1.98822364187
"24","piepra","2012","12/7/2012",9,1351,41.6655618422,1.98822364187
"24","piepra","2000","1/7/2000",3,1351,41.6655618422,1.98822364187
"24","piepra","2021","21/7/2021",2,1351,41.6655618422,1.98822364187
"24","piepra","2013","4/6/2013",4,1351,41.6655618422,1.98822364187
"24","piepra","2000","17/6/2000",3,1351,41.6655618422,1.98822364187
"24","piepra","2018","15/6/2018",11,1351,41.6655618422,1.98822364187
"24","piepra","2019","10/5/2019",1,1351,41.6655618422,1.98822364187
"24","piepra","2008","4/7/2008",2,1351,41.6655618422,1.98822364187
"24","piepra","2016","4/5/2016",8,1351,41.6655618422,1.98822364187
"24","piepra","2020","24/4/2020",3,1351,41.6655618422,1.98822364187
"24","piepra","2009","27/5/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2007","22/5/2007",9,1351,41.6655618422,1.98822364187
"24","piepra","1998","13/6/1998",2,1351,41.6655618422,1.98822364187
"24","piepra","2022","14/4/2022",1,1351,41.6655618422,1.98822364187
"24","piepra","2022","8/7/2022",4,1351,41.6655618422,1.98822364187
"24","piepra","2020","23/7/2020",7,1351,41.6655618422,1.98822364187
"24","piepra","2022","30/5/2022",4,1351,41.6655618422,1.98822364187
"24","piepra","1997","30/5/1997",1,1351,41.6655618422,1.98822364187
"24","piepra","2015","2/4/2015",2,1351,41.6655618422,1.98822364187
"24","piepra","2014","19/6/2014",2,1351,41.6655618422,1.98822364187
"24","piepra","2015","21/4/2015",7,1351,41.6655618422,1.98822364187
"24","piepra","2007","15/6/2007",15,1351,41.6655618422,1.98822364187
"24","piepra","2008","7/5/2008",4,1351,41.6655618422,1.98822364187
"24","piepra","2018","18/4/2018",1,1351,41.6655618422,1.98822364187
"24","piepra","2014","29/4/2014",2,1351,41.6655618422,1.98822364187
"24","piepra","2017","27/7/2017",1,1351,41.6655618422,1.98822364187
"24","piepra","2002","26/8/2002",10,1351,41.6655618422,1.98822364187
"24","piepra","2016","19/8/2016",1,1351,41.6655618422,1.98822364187
"24","piepra","2009","27/7/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2021","6/9/2021",3,1351,41.6655618422,1.98822364187
"24","piepra","2018","23/5/2018",1,1351,41.6655618422,1.98822364187
"24","piepra","2020","10/6/2020",4,1351,41.6655618422,1.98822364187
"24","piepra","2020","1/7/2020",11,1351,41.6655618422,1.98822364187
"24","piepra","2000","22/4/2000",11,1351,41.6655618422,1.98822364187
"24","piepra","1997","6/6/1997",2,1351,41.6655618422,1.98822364187
"24","piepra","2020","23/6/2020",5,1351,41.6655618422,1.98822364187
"24","piepra","2013","13/5/2013",2,1351,41.6655618422,1.98822364187
"24","piepra","2008","19/9/2008",4,1351,41.6655618422,1.98822364187
"24","piepra","2008","29/5/2008",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","20/7/2017",2,1351,41.6655618422,1.98822364187
"24","piepra","2006","23/6/2006",3,1351,41.6655618422,1.98822364187
"24","piepra","2009","19/5/2009",4,1351,41.6655618422,1.98822364187
"24","piepra","2013","5/7/2013",3,1351,41.6655618422,1.98822364187
"24","piepra","2018","13/9/2018",2,1351,41.6655618422,1.98822364187
"24","piepra","2011","1/3/2011",2,1351,41.6655618422,1.98822364187
"24","piepra","2012","16/8/2012",1,1351,41.6655618422,1.98822364187
"24","piepra","2013","25/9/2013",3,1351,41.6655618422,1.98822364187
"24","piepra","1997","20/8/1997",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","28/6/2017",3,1351,41.6655618422,1.98822364187
"24","piepra","2010","13/7/2010",3,1351,41.6655618422,1.98822364187
"24","piepra","2007","17/7/2007",7,1351,41.6655618422,1.98822364187
"24","piepra","2021","3/6/2021",3,1351,41.6655618422,1.98822364187
"24","piepra","2008","18/6/2008",3,1351,41.6655618422,1.98822364187
"24","piepra","2009","10/8/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2010","2/7/2010",7,1351,41.6655618422,1.98822364187
"24","piepra","1998","12/5/1998",1,1351,41.6655618422,1.98822364187
"24","piepra","2009","6/5/2009",2,1351,41.6655618422,1.98822364187
"24","piepra","2013","17/9/2013",2,1351,41.6655618422,1.98822364187
"24","piepra","2016","16/9/2016",1,1351,41.6655618422,1.98822364187
"24","piepra","2022","6/5/2022",7,1351,41.6655618422,1.98822364187
"24","piepra","2012","14/9/2012",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","7/4/2017",3,1351,41.6655618422,1.98822364187
"24","piepra","2016","29/6/2016",12,1351,41.6655618422,1.98822364187
"24","piepra","2014","16/5/2014",1,1351,41.6655618422,1.98822364187
"24","piepra","2019","30/8/2019",1,1351,41.6655618422,1.98822364187
"24","piepra","2005","15/9/2005",2,1351,41.6655618422,1.98822364187
"24","piepra","2006","19/4/2006",8,1351,41.6655618422,1.98822364187
"24","piepra","2007","29/5/2007",8,1351,41.6655618422,1.98822364187
"24","piepra","2006","25/3/2006",2,1351,41.6655618422,1.98822364187
"24","piepra","2013","31/8/2013",3,1351,41.6655618422,1.98822364187
"24","piepra","2008","22/4/2008",2,1351,41.6655618422,1.98822364187
"24","piepra","2015","22/9/2015",4,1351,41.6655618422,1.98822364187
"24","piepra","2018","8/7/2018",5,1351,41.6655618422,1.98822364187
"24","piepra","2015","11/5/2015",1,1351,41.6655618422,1.98822364187
"24","piepra","2015","18/6/2015",9,1351,41.6655618422,1.98822364187
"24","piepra","2007","19/4/2007",8,1351,41.6655618422,1.98822364187
"24","piepra","2016","21/6/2016",15,1351,41.6655618422,1.98822364187
"24","piepra","2021","2/7/2021",5,1351,41.6655618422,1.98822364187
"24","piepra","2020","7/8/2020",1,1351,41.6655618422,1.98822364187
"24","piepra","2016","13/7/2016",4,1351,41.6655618422,1.98822364187
"24","piepra","1999","20/7/1999",2,1351,41.6655618422,1.98822364187
"24","piepra","2018","4/6/2018",1,1351,41.6655618422,1.98822364187
"24","piepra","1998","17/6/1998",1,1351,41.6655618422,1.98822364187
"24","piepra","2013","10/8/2013",1,1351,41.6655618422,1.98822364187
"24","piepra","2002","26/4/2002",2,1351,41.6655618422,1.98822364187
"24","piepra","2020","11/8/2020",1,1351,41.6655618422,1.98822364187
"24","piepra","2020","21/8/2020",1,1351,41.6655618422,1.98822364187
"24","piepra","2002","12/4/2002",5,1351,41.6655618422,1.98822364187
"24","piepra","2019","1/8/2019",1,1351,41.6655618422,1.98822364187
"24","piepra","2022","19/9/2022",11,1351,41.6655618422,1.98822364187
"24","piepra","2018","20/7/2018",26,1351,41.6655618422,1.98822364187
"24","piepra","2006","12/5/2006",2,1351,41.6655618422,1.98822364187
"24","piepra","2013","15/4/2013",5,1351,41.6655618422,1.98822364187
"24","piepra","2022","19/5/2022",5,1351,41.6655618422,1.98822364187
"24","piepra","2012","10/8/2012",3,1351,41.6655618422,1.98822364187
"24","piepra","2000","15/8/2000",1,1351,41.6655618422,1.98822364187
"24","piepra","2007","4/8/2007",1,1351,41.6655618422,1.98822364187
"24","piepra","1998","28/4/1998",3,1351,41.6655618422,1.98822364187
"24","piepra","2009","23/9/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2013","27/8/2013",1,1351,41.6655618422,1.98822364187
"24","piepra","2013","6/5/2013",2,1351,41.6655618422,1.98822364187
"24","piepra","2007","23/7/2007",4,1351,41.6655618422,1.98822364187
"24","piepra","2008","11/7/2008",8,1351,41.6655618422,1.98822364187
"24","piepra","2014","18/9/2014",4,1351,41.6655618422,1.98822364187
"24","piepra","2013","10/9/2013",3,1351,41.6655618422,1.98822364187
"24","piepra","2007","17/4/2007",8,1351,41.6655618422,1.98822364187
"24","piepra","2016","24/5/2016",1,1351,41.6655618422,1.98822364187
"24","piepra","2020","15/6/2020",10,1351,41.6655618422,1.98822364187
"24","piepra","2010","8/9/2010",1,1351,41.6655618422,1.98822364187
"24","piepra","2005","4/5/2005",1,1351,41.6655618422,1.98822364187
"24","piepra","2009","20/7/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2011","1/4/2011",1,1351,41.6655618422,1.98822364187
"24","piepra","2010","17/5/2010",2,1351,41.6655618422,1.98822364187
"24","piepra","2013","13/6/2013",4,1351,41.6655618422,1.98822364187
"24","piepra","2009","12/5/2009",2,1351,41.6655618422,1.98822364187
"24","piepra","1999","10/7/1999",4,1351,41.6655618422,1.98822364187
"24","piepra","2005","31/8/2005",2,1351,41.6655618422,1.98822364187
"24","piepra","2017","19/5/2017",1,1351,41.6655618422,1.98822364187
"24","piepra","2002","12/7/2002",1,1351,41.6655618422,1.98822364187
"24","piepra","2008","15/4/2008",1,1351,41.6655618422,1.98822364187
"24","piepra","2016","26/9/2016",1,1351,41.6655618422,1.98822364187
"24","piepra","2014","11/8/2014",2,1351,41.6655618422,1.98822364187
"24","piepra","2011","22/6/2011",2,1351,41.6655618422,1.98822364187
"24","piepra","2001","1/6/2001",3,1351,41.6655618422,1.98822364187
"24","piepra","2005","19/4/2005",4,1351,41.6655618422,1.98822364187
"24","piepra","2011","13/9/2011",2,1351,41.6655618422,1.98822364187
"24","piepra","2008","10/9/2008",5,1351,41.6655618422,1.98822364187
"24","piepra","2013","2/5/2013",1,1351,41.6655618422,1.98822364187
"24","piepra","1999","12/6/1999",12,1351,41.6655618422,1.98822364187
"24","piepra","2013","23/5/2013",2,1351,41.6655618422,1.98822364187
"24","piepra","2015","9/3/2015",1,1351,41.6655618422,1.98822364187
"24","piepra","2002","8/5/2002",1,1351,41.6655618422,1.98822364187
"24","piepra","1997","26/9/1997",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","24/5/2017",6,1351,41.6655618422,1.98822364187
"24","piepra","2010","25/8/2010",1,1351,41.6655618422,1.98822364187
"24","piepra","2008","20/5/2008",1,1351,41.6655618422,1.98822364187
"24","piepra","2016","9/6/2016",13,1351,41.6655618422,1.98822364187
"24","piepra","2018","13/7/2018",2,1351,41.6655618422,1.98822364187
"24","piepra","2007","9/6/2007",12,1351,41.6655618422,1.98822364187
"24","piepra","2022","20/6/2022",6,1351,41.6655618422,1.98822364187
"24","piepra","2008","17/7/2008",3,1351,41.6655618422,1.98822364187
"24","piepra","2016","16/6/2016",13,1351,41.6655618422,1.98822364187
"24","piepra","1998","1/7/1998",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","1/3/2017",1,1351,41.6655618422,1.98822364187
"24","piepra","2008","23/7/2008",11,1351,41.6655618422,1.98822364187
"24","piepra","2006","17/5/2006",2,1351,41.6655618422,1.98822364187
"24","piepra","2022","29/6/2022",5,1351,41.6655618422,1.98822364187
"24","piepra","2022","21/9/2022",6,1351,41.6655618422,1.98822364187
"24","piepra","2018","2/7/2018",6,1351,41.6655618422,1.98822364187
"24","piepra","2019","17/6/2019",1,1351,41.6655618422,1.98822364187
"24","piepra","2011","10/3/2011",1,1351,41.6655618422,1.98822364187
"24","piepra","2013","1/7/2013",4,1351,41.6655618422,1.98822364187
"24","piepra","2007","8/5/2007",5,1351,41.6655618422,1.98822364187
"24","piepra","2018","20/8/2018",1,1351,41.6655618422,1.98822364187
"24","piepra","2017","7/6/2017",7,1351,41.6655618422,1.98822364187
"24","piepra","2020","16/5/2020",4,1351,41.6655618422,1.98822364187
"24","piepra","1999","16/7/1999",3,1351,41.6655618422,1.98822364187
"24","piepra","2014","7/4/2014",2,1351,41.6655618422,1.98822364187
"24","piepra","2015","26/5/2015",2,1351,41.6655618422,1.98822364187
"24","piepra","2020","5/6/2020",15,1351,41.6655618422,1.98822364187
"24","piepra","2017","3/4/2017",3,1351,41.6655618422,1.98822364187
"24","piepra","2009","3/9/2009",1,1351,41.6655618422,1.98822364187
"24","piepra","2015","8/5/2015",3,1351,41.6655618422,1.98822364187
"24","piepra","2008","28/8/2008",3,1351,41.6655618422,1.98822364187
"24","piepra","2001","14/9/2001",1,1351,41.6655618422,1.98822364187
"24","piepra","2021","3/9/2021",3,1351,41.6655618422,1.98822364187
"24","piepra","2022","11/5/2022",7,1351,41.6655618422,1.98822364187
"24","piepra","2022","6/9/2022",5,1351,41.6655618422,1.98822364187
"24","piepra","2007","2/3/2007",4,1351,41.6655618422,1.98822364187
"24","piepra","2002","21/8/2002",7,1351,41.6655618422,1.98822364187
"24","piepra","2018","8/6/2018",2,1351,41.6655618422,1.98822364187
"25","piepra","1997","9/7/1997",3,2096,40.80932478,0.327281592509
"25","piepra","1997","31/8/1997",6,2096,40.80932478,0.327281592509
"25","piepra","1997","9/5/1997",3,2096,40.80932478,0.327281592509
"25","piepra","1997","2/4/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1997","18/9/1997",3,2096,40.80932478,0.327281592509
"25","piepra","1997","11/4/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1998","23/5/1998",1,2096,40.80932478,0.327281592509
"25","piepra","1997","19/6/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1997","11/6/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1998","12/7/1998",3,2096,40.80932478,0.327281592509
"25","piepra","1997","20/8/1997",2,2096,40.80932478,0.327281592509
"25","piepra","1997","27/8/1997",3,2096,40.80932478,0.327281592509
"25","piepra","1997","27/7/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1997","16/3/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1998","5/7/1998",3,2096,40.80932478,0.327281592509
"25","piepra","1997","13/8/1997",3,2096,40.80932478,0.327281592509
"25","piepra","1997","8/8/1997",1,2096,40.80932478,0.327281592509
"25","piepra","1997","23/9/1997",3,2096,40.80932478,0.327281592509
"25","piepra","1998","2/6/1998",1,2096,40.80932478,0.327281592509
"25","piepra","1998","3/4/1998",2,2096,40.80932478,0.327281592509
"25","piepra","1997","6/9/1997",6,2096,40.80932478,0.327281592509
"26","piepra","2016","5/6/2016",2,1017,41.287297144,1.87700083062
"26","piepra","2001","6/4/2001",1,1017,41.287297144,1.87700083062
"26","piepra","2018","1/7/2018",1,1017,41.287297144,1.87700083062
"26","piepra","2001","15/9/2001",1,1017,41.287297144,1.87700083062
"26","piepra","2017","16/7/2017",1,1017,41.287297144,1.87700083062
"26","piepra","2022","1/5/2022",1,1017,41.287297144,1.87700083062
"26","piepra","2007","12/3/2007",4,1017,41.287297144,1.87700083062
"26","piepra","1999","5/5/1999",3,1017,41.287297144,1.87700083062
"26","piepra","2006","1/5/2006",3,1017,41.287297144,1.87700083062
"26","piepra","2004","3/7/2004",3,1017,41.287297144,1.87700083062
"26","piepra","2000","11/5/2000",1,1017,41.287297144,1.87700083062
"26","piepra","2020","8/3/2020",4,1017,41.287297144,1.87700083062
"26","piepra","2018","10/6/2018",2,1017,41.287297144,1.87700083062
"26","piepra","2006","6/5/2006",1,1017,41.287297144,1.87700083062
"26","piepra","2007","25/3/2007",2,1017,41.287297144,1.87700083062
"26","piepra","2020","1/3/2020",1,1017,41.287297144,1.87700083062
"26","piepra","2016","7/6/2016",2,1017,41.287297144,1.87700083062
"26","piepra","2022","27/5/2022",2,1017,41.287297144,1.87700083062
"26","piepra","2007","13/5/2007",1,1017,41.287297144,1.87700083062
"26","piepra","2007","31/3/2007",1,1017,41.287297144,1.87700083062
"26","piepra","2017","21/8/2017",1,1017,41.287297144,1.87700083062
"26","piepra","2014","10/9/2014",2,1017,41.287297144,1.87700083062
"26","piepra","2014","15/3/2014",1,1017,41.287297144,1.87700083062
"26","piepra","2020","16/6/2020",1,1017,41.287297144,1.87700083062
"26","piepra","2013","20/7/2013",1,1017,41.287297144,1.87700083062
"26","piepra","2004","18/6/2004",2,1017,41.287297144,1.87700083062
"26","piepra","2001","8/9/2001",2,1017,41.287297144,1.87700083062
"26","piepra","2019","16/3/2019",4,1017,41.287297144,1.87700083062
"26","piepra","2019","2/3/2019",3,1017,41.287297144,1.87700083062
"26","piepra","2004","7/8/2004",1,1017,41.287297144,1.87700083062
"26","piepra","2013","14/4/2013",5,1017,41.287297144,1.87700083062
"26","piepra","2021","10/6/2021",1,1017,41.287297144,1.87700083062
"26","piepra","2001","18/8/2001",1,1017,41.287297144,1.87700083062
"26","piepra","2012","16/8/2012",1,1017,41.287297144,1.87700083062
"26","piepra","2001","15/3/2001",1,1017,41.287297144,1.87700083062
"26","piepra","1999","1/6/1999",2,1017,41.287297144,1.87700083062
"26","piepra","2016","1/5/2016",1,1017,41.287297144,1.87700083062
"26","piepra","2004","21/6/2004",2,1017,41.287297144,1.87700083062
"26","piepra","2019","10/3/2019",4,1017,41.287297144,1.87700083062
"26","piepra","2007","9/6/2007",1,1017,41.287297144,1.87700083062
"26","piepra","2019","30/3/2019",2,1017,41.287297144,1.87700083062
"26","piepra","2019","14/4/2019",1,1017,41.287297144,1.87700083062
"26","piepra","2003","12/4/2003",2,1017,41.287297144,1.87700083062
"26","piepra","2004","19/3/2004",3,1017,41.287297144,1.87700083062
"26","piepra","2000","3/5/2000",1,1017,41.287297144,1.87700083062
"26","piepra","2001","3/3/2001",1,1017,41.287297144,1.87700083062
"26","piepra","2013","2/3/2013",1,1017,41.287297144,1.87700083062
"26","piepra","2007","21/6/2007",3,1017,41.287297144,1.87700083062
"26","piepra","2006","8/4/2006",2,1017,41.287297144,1.87700083062
"26","piepra","2016","19/6/2016",1,1017,41.287297144,1.87700083062
"26","piepra","1998","17/3/1998",1,1017,41.287297144,1.87700083062
"26","piepra","2018","29/3/2018",1,1017,41.287297144,1.87700083062
"26","piepra","2006","12/3/2006",3,1017,41.287297144,1.87700083062
"26","piepra","2015","16/4/2015",8,1017,41.287297144,1.87700083062
"26","piepra","2020","11/9/2020",1,1017,41.287297144,1.87700083062
"26","piepra","2000","24/5/2000",2,1017,41.287297144,1.87700083062
"26","piepra","2010","19/6/2010",4,1017,41.287297144,1.87700083062
"26","piepra","2004","5/6/2004",4,1017,41.287297144,1.87700083062
"26","piepra","2003","29/3/2003",5,1017,41.287297144,1.87700083062
"26","piepra","2019","24/9/2019",1,1017,41.287297144,1.87700083062
"26","piepra","2018","5/9/2018",1,1017,41.287297144,1.87700083062
"26","piepra","2016","22/5/2016",2,1017,41.287297144,1.87700083062
"26","piepra","2022","8/7/2022",1,1017,41.287297144,1.87700083062
"26","piepra","1999","11/6/1999",5,1017,41.287297144,1.87700083062
"26","piepra","2015","1/5/2015",3,1017,41.287297144,1.87700083062
"26","piepra","2007","16/4/2007",1,1017,41.287297144,1.87700083062
"26","piepra","1999","30/6/1999",1,1017,41.287297144,1.87700083062
"26","piepra","2003","26/4/2003",1,1017,41.287297144,1.87700083062
"26","piepra","2004","3/4/2004",2,1017,41.287297144,1.87700083062
"26","piepra","2014","10/5/2014",4,1017,41.287297144,1.87700083062
"26","piepra","2000","9/3/2000",1,1017,41.287297144,1.87700083062
"26","piepra","1997","18/3/1997",1,1017,41.287297144,1.87700083062
"26","piepra","1999","30/3/1999",2,1017,41.287297144,1.87700083062
"26","piepra","1999","17/3/1999",1,1017,41.287297144,1.87700083062
"26","piepra","2010","8/5/2010",1,1017,41.287297144,1.87700083062
"26","piepra","2015","21/5/2015",1,1017,41.287297144,1.87700083062
"26","piepra","2021","30/5/2021",1,1017,41.287297144,1.87700083062
"26","piepra","2018","13/8/2018",4,1017,41.287297144,1.87700083062
"26","piepra","2007","27/5/2007",4,1017,41.287297144,1.87700083062
"26","piepra","2004","18/9/2004",1,1017,41.287297144,1.87700083062
"26","piepra","2003","3/5/2003",2,1017,41.287297144,1.87700083062
"26","piepra","2006","3/6/2006",1,1017,41.287297144,1.87700083062
"26","piepra","2004","17/4/2004",1,1017,41.287297144,1.87700083062
"26","piepra","1997","9/3/1997",1,1017,41.287297144,1.87700083062
"26","piepra","2019","23/3/2019",3,1017,41.287297144,1.87700083062
"26","piepra","2007","19/5/2007",1,1017,41.287297144,1.87700083062
"26","piepra","2020","9/7/2020",2,1017,41.287297144,1.87700083062
"26","piepra","2013","4/5/2013",1,1017,41.287297144,1.87700083062
"26","piepra","2018","24/9/2018",2,1017,41.287297144,1.87700083062
"26","piepra","2000","17/5/2000",1,1017,41.287297144,1.87700083062
"26","piepra","2020","15/3/2020",1,1017,41.287297144,1.87700083062
"26","piepra","2015","30/5/2015",3,1017,41.287297144,1.87700083062
"26","piepra","2003","19/5/2003",1,1017,41.287297144,1.87700083062
"26","piepra","2017","28/5/2017",1,1017,41.287297144,1.87700083062
"26","piepra","2001","11/3/2001",1,1017,41.287297144,1.87700083062
"26","piepra","2015","8/3/2015",3,1017,41.287297144,1.87700083062
"26","piepra","1999","22/3/1999",1,1017,41.287297144,1.87700083062
"26","piepra","2014","10/8/2014",1,1017,41.287297144,1.87700083062
"26","piepra","2018","26/5/2018",1,1017,41.287297144,1.87700083062
"26","piepra","2014","1/4/2014",2,1017,41.287297144,1.87700083062
"26","piepra","2020","20/9/2020",4,1017,41.287297144,1.87700083062
"26","piepra","2014","5/4/2014",3,1017,41.287297144,1.87700083062
"26","piepra","2017","23/6/2017",1,1017,41.287297144,1.87700083062
"26","piepra","2015","29/3/2015",1,1017,41.287297144,1.87700083062
"26","piepra","2007","1/6/2007",2,1017,41.287297144,1.87700083062
"26","piepra","1999","13/5/1999",1,1017,41.287297144,1.87700083062
"26","piepra","2013","31/3/2013",4,1017,41.287297144,1.87700083062
"26","piepra","2020","23/8/2020",1,1017,41.287297144,1.87700083062
"26","piepra","1998","6/4/1998",1,1017,41.287297144,1.87700083062
"26","piepra","2020","13/9/2020",1,1017,41.287297144,1.87700083062
"26","piepra","2017","17/6/2017",1,1017,41.287297144,1.87700083062
"26","piepra","2015","1/3/2015",1,1017,41.287297144,1.87700083062
"26","piepra","1997","19/8/1997",1,1017,41.287297144,1.87700083062
"26","piepra","2017","2/4/2017",2,1017,41.287297144,1.87700083062
"26","piepra","2000","30/3/2000",1,1017,41.287297144,1.87700083062
"26","piepra","2015","6/5/2015",2,1017,41.287297144,1.87700083062
"26","piepra","2003","23/3/2003",2,1017,41.287297144,1.87700083062
"26","piepra","2010","12/6/2010",1,1017,41.287297144,1.87700083062
"26","piepra","2006","26/3/2006",2,1017,41.287297144,1.87700083062
"26","piepra","2013","23/6/2013",3,1017,41.287297144,1.87700083062
"26","piepra","2010","30/4/2010",1,1017,41.287297144,1.87700083062
"26","piepra","2000","16/3/2000",2,1017,41.287297144,1.87700083062
"26","piepra","2003","17/3/2003",1,1017,41.287297144,1.87700083062
"26","piepra","1997","20/9/1997",3,1017,41.287297144,1.87700083062
"26","piepra","2017","13/5/2017",3,1017,41.287297144,1.87700083062
"26","piepra","2007","21/4/2007",3,1017,41.287297144,1.87700083062
"26","piepra","2016","29/5/2016",2,1017,41.287297144,1.87700083062
"26","piepra","2014","27/4/2014",4,1017,41.287297144,1.87700083062
"26","piepra","2022","26/6/2022",2,1017,41.287297144,1.87700083062
"26","piepra","2018","16/5/2018",6,1017,41.287297144,1.87700083062
"26","piepra","2013","10/3/2013",1,1017,41.287297144,1.87700083062
"26","piepra","2020","13/8/2020",1,1017,41.287297144,1.87700083062
"26","piepra","2013","2/6/2013",2,1017,41.287297144,1.87700083062
"26","piepra","2000","31/5/2000",1,1017,41.287297144,1.87700083062
"26","piepra","2022","14/4/2022",2,1017,41.287297144,1.87700083062
"26","piepra","2009","1/6/2009",1,1017,41.287297144,1.87700083062
"26","piepra","2003","19/4/2003",4,1017,41.287297144,1.87700083062
"26","piepra","2018","21/5/2018",1,1017,41.287297144,1.87700083062
"26","piepra","2007","15/9/2007",1,1017,41.287297144,1.87700083062
"26","piepra","2007","3/3/2007",4,1017,41.287297144,1.87700083062
"26","piepra","2013","17/5/2013",3,1017,41.287297144,1.87700083062
"26","piepra","2014","14/9/2014",5,1017,41.287297144,1.87700083062
"26","piepra","2016","13/5/2016",2,1017,41.287297144,1.87700083062
"26","piepra","2013","11/6/2013",2,1017,41.287297144,1.87700083062
"26","piepra","2006","1/4/2006",8,1017,41.287297144,1.87700083062
